OrderID,CustomerName,Email,Region,Product,Quantity,UnitPrice,Total,OrderDate,DeliveryStatus,PaymentStatus
ORD1032,Rita Bose,rita.bose@outlook.com,Lucknow,Speaker,1,2020,2020,06 Sep 2021,Out for delivery,COD
ORD1458,Priya Patel,priya.patel@outlook.com,Lucknow,Router,1,3877,3877,06-Dec-2019,Pending,Paid
ORD1438,Karan Khan,karankhan@outlook.com,Kogkata,SSD,1,3661,3661,2019/04/03,Pending,COD
ORD1579,Suresh Khan,suresh.khan@outlook.com,Lucknow,USB Cable,1,212,212,2015-03-30,Pending,COD
ORD1469,Kamal Kumar,kamal.kumar@gmail.com,Mumbai,Charger,1,451,451,02/01/2019,Returned,Unpaid
ORD1280,Mohan Verma,mohan.verma@hotmail.com,Mumbai,Charger,2,466,932,14-Sep-2019,In Transit,Unpaid
ORD1115,Jaya Reddy,jaya.reddy@gmail.com,Ahmedabad,Mouse,5,469,2345,16 Feb 2020,In Transit,COD
ORD1204,Mohan Verma,mohan.verma@outlook.com,Chennai,Graphic Card ,1,23385,23385,25 February 2024,In Transit,Refunded
ORD1142,Sita Khan,sita.khan@gmail.com,Jaipur,Tablet,1,13186,13186,Mar 29 2022,In Transit,Paid
ORD1443,Vikas Nair,vikas.nair@gmail.com,Pune,Router,1,3786,3786,11 Feb 2016,In Transit,COD
ORD1008,Rita Bose,rita.bose@yahoo.com,Hyderabad,Microphone,1,2956,2956,2015-10-20,In Transit,Paid
ORD1532,Mohan Kaur,mohankaur@yahoo.com,Delhi,USB Cable,1,223,223,24-Jun-2018,Delivered,Unpaid
ORD1020,Anita Nair,anita.nair@gmail.com,Delhi,Webcam,1,2018,2018,11 May 2015,Delivered,Unpaid
ORD1173,Geeta Kapoor,geeta.kapoor@mail.com,Mumbai,Mouse,2,491,982,2021-12-18,Returned,Unpaid
ORD1466,Imran Kumar,imran.kumar@gmail.com,Mumbai,Charger,1,506,506,2023-07-30,Cancelled,Paid
ORD1057,Mohan Iyer,mohan.iyer@hotmail.com,Jaipur,Speaker,2,1572,3144,12-Jun-2023,In Transit,Unpaid
ORD1432,Ramesh Reddy,,Bengaluru,HDMI Cable,1,3182,3182,17-Feb-2016,Delivered,Refunded
ORD1345,Suresh,suresh.verma@hotmail.com,Bengaluru,Smartwatch,1,6290,6290,07 Dec 2023,Delivered,Refunded
ORD1465,Akhil Kumar,akhil.kumar@yahoo.com,Ahmedabad,SSD,1,4669,4669,2018-04-24,Delivered,Unpaid
ORD1445,Amit,amit.patel@outlook.com,Delhi,Charger,1,555,555,Oct 12 2017,Delivered,Refunded
ORD1319,Sita Bose,sita.bose@mail.com,Lucknow,Ink Cartridge,2,849,1698,29/12/2019,Delayed,Refunded
ORD1050,Sneha Nair,sneha.nair@mail.com,Pune,Speaker,1,1900,1900,21-Jan-2020,Delivered,Paid
ORD1273,Priya Iyer,priya.iyer@gmail.com,Pune,Power Bank,1,1021,1021,2020-10-09,In Transit,COD
ORD1026,Suresh Verma,suresh.verma@gmail.com,Jaipur,Laptop,2,46023,92046,Apr 17 2019,Out for delivery,Unpaid
ORD1457,Karan,karan.sharma@mail.com,Kolkata,Phone Case,3,,954,12/02/2024,Out for delivery,Unpaid
ORD1221,Sourav Kumar,sourav.kumaroutlook.com,Bengaluru,SSD,2,3594,7188,2022-05-13,Out for delivery,Unpaid
ORD1357,Arjun Singh,arjun.singh@mail.com,Pune,Printer,1,8569,8569,17-12-2024,Out for delivery,COD
ORD1597,Akhil Singh,akhil.singh@gmail.com,Lucknow,Router,1,3174,3174,05/09/2020,Out for delivery,Refunded
ORD1246,Sana Sharma,sana.sharma@gmail.com,Jaipur,Smartwatch ,1,6904,6904,12 Apr 2024,Out for delivery,Refunded
ORD1043,Meena Singh,meena.singh@outlook.com,Hyderabad,Printer,1,9182,9182,2024-05-22,Cancelled,Refunded
ORD1429,Vijay Chowdhury,vijay.chowdhury@gmail.com,Mumbai,Ink Cartridge,2,704,1408,29.01.2022,Returned,Paid
ORD1412,Amit Devi,amit.devi@mail.com,Hyderabad,Charger,1,539,539,16 Aug 2020,Out for delivery,Refunded
ORD1410,Vijay Nair,vijay.nair@outlook.com,Pune,Headphones,3,1376,4128,2018-03-30,In Transit,Paid
ORD1290,Rohit Kapoor,rohit.kapoor@hotmail.com,Jaipur,Keyboard,1,880,880,2023/05/28,Returned,Paid
ORD1553,Rita Devi,rita.devi@mail.com,Lucknow,USB Cable,1,219,219,2015-04-09,Pending,COD
ORD1488,Neha Iyer,neha.iyer@hotmail.com,Jaipur,SSD,1,4176,4176,05-05-2016,Delayed,COD
ORD1424,Akhil Khan,akhil.khan@mail.com,Bengaluru,Microphone - refurbished,3,3040,9120,2016/09/18,Cancelled,Unpaid
ORD1155,Rahul Kaur,rahul.kaur@hotmail.com,Kxlkata,Tablet,1,13332,11998,2019-11-24,Out for delivery,Refunded
ORD1127,Neha Kumar,neha.kumar@outlook.com,Mumbai,HDMI Cable,1,6485,6485,2023-02-28,In Transit,COD
ORD1353,Arjun Devi,arjun.devi@hotmail.com,Ahmedabad,USB Cable,1,196,196,2019/04/14,Pending,Unpaid
ORD1114,Rita Reddy,,Pune,Tablet,1,13122,13122,14 August 2023,Pending,COD
ORD1174,Ritika Bose,ritika.bose@hotmail.com,Bengaluru,USB Cable,3,199,597,16.12.2016,Delayed,Paid
ORD1058,Ramesh Singh,ramesh.singh@gmail.com,Delhi,Headphones,1,1483,1483,31 July 2021,Out for delivery,COD
ORD1330,Kamal Bose,kamal.bose@gmail.com,Lucknow,Laptop - refurbished,1,47136,47136,18-Apr-2015,In Transit,Unpaid
ORD1223,Akhil Iyer,akhil.iyer@outlook.com,Jaipur,Webcam,1,2028,2028,02 Aug 2018,Returned,COD
ORD1018,Karan Devi,karan.devi@outlook.com,Ahmedabad,Laptop,1,50745,50745,2023/02/24,Cancelled,Unpaid
ORD1306,Geeta Iyer,geeta.iyer@hotmail.com,Pune,Charger Plus,1,551,551,13-01-2024,Out for delivery,Paid
ORD1256,Rita Iyer,rita.iyer@hotmail.com,Delvi,SSD,1,4645,4645,07.07.2024,Out for delivery,COD
ORD1313,Geeta,geeta.nair@outlook.com,Kolkata,USB Cable,4,173,692,28 December 2017,Delayed,Paid
ORD1586,Rahul Iyer,rahul.iyer@gmail.com,Hyderabad,USB Cable,1,226,226,Oct 28 2015,In Transit,COD
ORD1191,Karan Reddy,karan.reddy@yahoo.com,Mumbac,Headphones,2,1723,3446,2019-01-16,Cancelled,Refunded
ORD1463,Deepak Singh,deepak.singh@hotmail.com,Kolkata,Smartwatch,1,7648,7648,11.08.2021,Delivered,Paid
ORD1538,Anita Khan,anita.khan@outlook.com,Mumbai,Speaker,4,1664,6656,Aug 27 2021,Out for delivery,Paid
ORD1278,Neha Kumar,neha.kumar@gmail.com,Jaipur,SSD,1,4175,4175,2017-12-22,Cancelled,Refunded
ORD1095,Ramesh Bose,ramesh.bose@outlook.com,Lucknow,Graphic Card,1,24163,21746,14 Oct 2018,Cancelled,Paid
ORD1181,Sahil Chowdhury,sahil.chowdhury@hotmail.com,Hyderabad,Graphic Card,2,26220,52440,16-02-2024,Returned,Unpaid
ORD1448,Anita Sharma,anita.sharma@hotmailcon,Pune,Smartwatch,4,5993,23972,2024-12-18,Delivered,Unpaid
ORD1337,Deepak Kaur,deepak.kaurgmail.com,Hyderabad,USB Cable,one,217,217,24 Feb 2024,Cancelled,Unpaid
ORD1320,Jaya Sharma,jaya.sharma@hotmail.com,Delki,Charger,1,474,474,06-08-2024,Pending,Refunded
ORD1006,Rita Bose,rita.bose@hotmail.com,Kolkata,Microphone,2,3408,6816,13-Jan-2018,Returned,Unpaid
ORD1046,Rohit Chowdhury,rohit.chowdhury@hotmailcon,jucknow,Power Bank,1,1253,1253,2020-04-15,Cancelled,COD
ORD1301,Ritika Nair,ritika.nair@yahoo.com,Hyderabad,Microphone,1,3336,3336,10.01.2017,Cancelled,COD
ORD1400,Neha Singh,neha.singh@hotmail.com,Mumbai,Phone Case,1,278,278,2019/01/07,Cancelled,Refunded
ORD1391,Vijay Chowdhury,vijay.chowdhury@outlookcon,Lucknow,Charger,1,445,445,30-01-2018,Delivered,COD
ORD1017,Jaya Patel,jaya.patel@yahoo.com,Bengaluru,Monitor,1,8598,8598,Sep 14 2022,Delayed,COD
ORD1049,Rita Patel,rita.patel@yahoo.com,Hyderabad,Webcam,1,2083,2083,02-Sep-2015,Pending,Refunded
ORD1592,Sahil Bose,sahil.bose@hotmail.com,Pune,Power Bank,1,1240,1240,21 Aug 2016,Pending,Paid
ORD1502,Sneha Kaur,sneha.kaur@hotmail.com,Chennai,Speaker,2,,3252,2015/03/15,Pending,Refunded
ORD1004,Rohit Patel,rohit.patel@mail.com,Mumbai,Webcam,1,2401,2401,29-10-2015,Pending,COD
ORD1335,Deepak Kapoor,deepak.kapoor@mail.com,Hyuerabad,Router,-1,,-3261,2018-09-09,In Transit,Unpaid
ORD1452,Jaya Patel,jaya.patel@gmail.com,Pune,Charger,1,568,568,14 Jul 2022,Pending,COD
ORD1600,Vijay Kumar,vijay.kumar@hotmail.com,Jaipur,Power Bank Plus,1,1210,1210,31-03-2023,In Transit,Paid
ORD1447,Vijay Kapoor,vijay.kapoor@outlook.com,Bengaluru,Tablet,1,13519,13519,23 March 2022,In Transit,COD
ORD1317,Vikas Singh,vikas.singh@mail.com,Jaipur,Microphone,1,3344,3344,Jun 17 2019,Out for delivery,COD
ORD1226,Latika Singh,latikasingh@yahoo.com,Jaipur,Tablet,2,16650,33300,17-Nov-2019,Out for delivery,Paid
ORD1027,Jaya Reddy,jaya.reddy@outlook.com,Mumbai,Smartwatch,3,6171,18513,2022-03-18,Delayed,Refunded
ORD1437,Deepak Verma,deepak.verma@outlook.com,Bengaluru,Power Bank,1,1238,1238,11-Jun-2021,In Transit,COD
ORD1264,Suresh Kaur,suresh.kaur@yahoo.com,Hyderabad,Router,1,3327,3327,2021/06/17,Delivered,COD
ORD1051,Sana Devi,sana.devi@gmail.com,Chennai,Smartwatch,1,7814,7814,2024/05/12,Out for delivery,Refunded
ORD1230,Meena Nair,meena.nair@yahoo.com,Jaipur,Router,2,3456,6912,06 March 2021,Delayed,Paid
ORD1038,Rita Sharma,rita.sharma@outlook.com,Kolkata,Monitor,2,9736,19472,23 November 2018,Delayed,COD
ORD1158,Rohit Devi,rohit.devi@mail.com,Mumbai,Phone Case,1,313,313,Feb 09 2018,Returned,Unpaid
ORD1238,Karan Devi,,Delhi,Power Bank,1,1340,1340,04 Sep 2023,Cancelled,COD
ORD1587,Priya Reddy,priya.reddy@mail.com,Bengaluru,Webcam,1,2308,2308,2020-01-27,Delivered,Paid
ORD1176,Suresh Devi,sureshdevi@mail.com,Lrcknow,Mouse,1,543,543,20.01.2016,In Transit,Refunded
ORD1514,Anita Sharma,anita.sharma@outlook.com,Delhi,SSD,1,4396,2198,18 February 2024,Delivered,Unpaid
ORD1358,Latika Sharma,latika.sharma@mail.com,Kolkata,Router,2,3281,6562,2022/11/29,Cancelled,Unpaid
ORD1195,Amit Nair,amit.nair@outlook.com,Mumbai,Tablet,1,15543,15543,17 Dec 2024,Returned,COD
ORD1516,Sana Kumar,sana.kumar@outlook.com,Hyderabad,Keyboard,1,740,740,2018/05/28,Delayed,Paid
ORD1334,Suresh Patel,,Jaipur,Router,2,4024,8048,20.06.2017,Returned,COD
ORD1591,Sahil Patel,sahil.patel@mail.com,Pune,Monitor,2,9975,19950,05-05-2015,Delayed,Unpaid
ORD1522,Anita Bose,anita.bose@outlook.com,Jaipur,Router,1,3784,3784,13 July 2022,Cancelled,COD
ORD1068,Anita Chowdhury,anita.chowdhury@outlook.com,Kolkata,Monitor,1,7749,7749,15 December 2023,Pending,Paid
ORD1328,Deepak Sharma,deepaksharma@outlook.com,Mumbai,Smartwatch,1,7153,7153,14-Nov-2018,Delayed,Refunded
ORD1169,Rahul Reddy,rahulreddy@gmail.com,Chennai,Router,1,4007,4007,21 September 2016,Delayed,Paid
ORD1333,Kamal Nair,kamal.nair@gmail.com,Bengaluru,Printer,2,7870,15740,10.09.2020,Pending,Unpaid
ORD1163,Vijay Kapoor,,Pune,Tablet,1,13086,13086,13 Oct 2017,In Transit,COD
ORD1310,Imran Sharma,imran.sharma@gmail.com,Bengaluru,Ink Cartridge,1,766,766,16.03.2019,Returned,Unpaid
ORD1194,Latika Verma,latikaverma@hotmail.com,Hyderabad,USB Cable,3,185,555,29 Sep 2022,Pending,Refunded
ORD1153,Vijay Reddy,vijay.reddy@yahoo.com,Lucknow,Headphones,1,1569,1569,02 August 2017,Cancelled,COD
ORD1336,Mohan Verma,mohan.verma@outlook.com,Delhi,HDMI Cable,2,790,1580,28-01-2020,Cancelled,Paid
ORD1347,Priya Kumar,priya.kumar@yahoo.com,Chennai,Phone Case,2,275,550,2022-06-30,Pending,Refunded
ORD1500,Kamal Bose,kamal.bose@mail.com,baipur,Tablet,2,13506,27012,05 July 2017,Delivered,Unpaid
ORD1342,Latika Kumar,latikakumar@mail.com,Jaipur,Smartwatch,2,,15530,2022/01/29,Delivered,Refunded
ORD1104,Geeta,geeta.patel@gmail.com,Lucknow,Graphic Card,1,22024,22024,19-Apr-2021,Delivered,COD
ORD1403,Amit Kaur,amit.kaur@outlook.com,Kolkata,Ink Cartridge,1,847,847,05-Aug-2015,Returned,Paid
ORD1075,Karan Iyer,karan.iyer@hotmail.com,Lucknow,Router,1,3631,3267,2016/02/17,Returned,Unpaid
ORD1435,Suresh Chowdhury,suresh.chowdhury@gmail.com,Jaipur,Ink Cartridge,1,681,681,08 Dec 2017,Delivered,Unpaid
ORD1590,Vikas Nair,,Jaipur,Laptop,1,38509,38509,09-May-2020,Out for delivery,Refunded
ORD1120,Geeta Singh,geeta.singh@outlookcon,Pune,Monitor,1,9252,9252,27-01-2020,Delivered,Paid
ORD1399,Mohan Singh,mohan.singh@outlook.com,Lecknow,Ink Cartridge,2,725,1450,19 Feb 2022,Cancelled,Unpaid
ORD1422,Pooja Kumar,pooja.kumar@hotmail.com,Kolkata,Microphone,1,3011,3011,2018-08-07,In Transit,Paid
ORD1496,Imran Singh,imran.singh@hotmail.com,Delhi,Mouse,1,529,529,28/07/2023,Delivered,Unpaid
ORD1208,Jaya Bose,jaya.bose@gmail.com,Hyderabad,Keyboard,1,765,765,2021/02/04,Delayed,Paid
ORD1491,Imran Kumar,imran.kumar@mail.com,Lucknow,Speaker Plus,1,1686,1686,2019-04-11,In Transit,Refunded
ORD1363,Suresh Khan,sureshkhan@gmail.com,Jaipur,Tablet,2,15956,31912,14.08.2024,Returned,Unpaid
ORD1351,Vijay Devi,vijay.devi@hotmail.com,Bengaluru,Webcam,1,1948,1948,Mar 16 2021,Pending,COD
ORD1417,Mohan Kaur,mohan.kaur@outlook.com,Kolkata,Keyboard,1,835,835,19-04-2016,Delivered,Paid
ORD1009,Latika Kaur,latika.kaur@yahoo.com,Jaipur,Tablet,2,16280,32560,2017-03-20,Delivered,Paid
ORD1389,Ritika Sharma,ritika.sharma@hotmailcon,Jaipur,Webcam,1,2048,2048,Oct 02 2022,Returned,Refunded
ORD1037,Mohan Kaur,mohankaur@gmail.com,Kolkata,Phone Case,1,255,255,Aug 08 2017,Delayed,Paid
ORD1140,Anita Iyer,anita.iyer@outlook.com,Dedhi,Tablet,1,15679,15679,27-11-2016,Out for delivery,Paid
ORD1254,Sita Patel,sita.patel@hotmail.com,Chennai,Ink Cartridge - refurbished,1,722,722,11/09/2016,Returned,Refunded
ORD1304,Mohan Gupta,mohan.gupta@yahoo.com,Bengaluru,Monitor,one,9153,9153,2017-09-18,Out for delivery,COD
ORD1550,Mohan Gupta,mohan.gupta@hotmail.com,Kolkata,Phone Case,1,317,317,2021-09-15,Returned,COD
ORD1060,Mohan Devi,mohan.devimail.com,Pune,Graphic Card,1,25823,25823,2018/04/03,Out for delivery,Refunded
ORD1112,Latika Chowdhury,latika.chowdhury@outlook.com,Jaipur,Speaker,1,1591,1591,20/03/2020,Returned,Unpaid
ORD1364,Vijay Verma,vijay.verma@hotmail.com,Mumbai,Ink Cartridge,1,787,787,27.05.2023,Pending,Paid
ORD1420,Karan Verma,karan.verma@mail.com,Kolkata,Power Bank,2,1149,2872,2019-11-30,Delivered,Refunded
ORD1365,Ramesh Gupta,ramesh.gupta@yahoo.com,Pune,Power Bank,1,1120,1120,2023/08/11,Delivered,Refunded
ORD1263,Pooja Reddy,poojareddy@gmail.com,Jaipur,Power Bank,1,1091,545,26.09.2018,Pending,Paid
ORD1507,Sourav Sharma,sourav.sharma@mail.com,Chennai,Headphones,1,1391,1391,13-02-2016,Out for delivery,COD
ORD1298,Ramesh Khan,ramesh.khan@outlookcon,Jaipur,Keyboard,2,845,845,08/10/2017,In Transit,Refunded
ORD1151,Latika Reddy,latika.reddy@mail.com,Hyderabad,HDMI Cable,1,10252,5126,Apr 17 2016,Out for delivery,Paid
ORD1267,Kamal Kumar,kamal.kumar@outlook.com,Kolyata,SSD,1,4456,4456,12-Feb-2022,Delivered,Refunded
ORD1529,Sneha Gupta,sneha.guptahotmail.com,Bengaluru,Charger,1,425,425,14-Oct-2020,Cancelled,Refunded
ORD1541,Karan Chowdhury,karan.chowdhury@hotmail.com,Delhi,Monitor,1,7898,7898,2016-05-05,Returned,Unpaid
ORD1039,Rohit Kaur,rohit.kaur@hotmail.com,Ahmedabad,Webcam,1,1898,1898,2022-12-28,Delayed,Refunded
ORD1444,Vikas Chowdhury,vikas.chowdhury@outlook.com,Jaipur,Graphic Card,2,27688,55376,2018/07/31,Cancelled,Refunded
ORD1308,Amit Singh,,Delhi,Speaker,-3,1848,-5544,Jun 20 2024,In Transit,Unpaid
ORD1199,Sana Devi,sana.devi@hotmail.com,Jaipjr,HDMI Cable,1,3498,3498,23-09-2018,Cancelled,Refunded
ORD1479,Neha Khan,neha.khan@yahoo.com,Hyderabad,Mouse,3,491,1473,06 Sep 2019,In Transit,Paid
ORD1366,Arjun Nair,arjun.nair@yahoo.com,Pune,Laptop,1,49993,49993,29 Mar 2017,Delivered,Unpaid
ORD1147,Sourav Iyer,souraviyer@hotmail.com,Bengaluru,Tablet,1,17126,17126,14/06/2018,Cancelled,Refunded
ORD1574,Pooja Kapoor,pooja.kapoor@outlook.com,Mumbai,Graphic Card,1,22660,22660,Sep 02 2021,Cancelled,Unpaid
ORD1543,Latika Bose,latika.bose@hotmail.com,Jaipur,SSD,2,3762,7524,24-05-2017,In Transit,Unpaid
ORD1148,Sneha Khan,sneha.khan@gmail.com,Lucknow,Speaker,1,1951,1951,17 June 2021,Delivered,Unpaid
ORD1433,Vikas Nair,vikas.nair@hotmail.com,Chennai,HDMI Cable,2,4504,9008,28/04/2019,Delayed,COD
ORD1349,Vijay Nair,vijay.nair@mail.com,Hyderabad,Graphic Card,1,26617,26617,03 Feb 2018,Returned,Refunded
ORD1326,Jaya Nair,jaya.nair@mail.com,Bengaluru,Printer,5,8327,41635,23-10-2022,Out for delivery,Refunded
ORD1404,Geeta Gupta,geeta.gupta@outlookcon,Jaipur,USB Cable,2,210,462,Dec 13 2023,Returned,Refunded
ORD1124,Sita Iyer,sita.iyer@gmail.com,Lucknow,Smartwatch,1,7423,7423,05-02-2021,Returned,Unpaid
ORD1515,Imran Devi,imran.devi@mail.com,Pune,Power Bank,1,1369,1369,2017-02-01,Out for delivery,Refunded
ORD1097,Sourav,sourav.khan@mail.com,Pune,Power Bank,1,1153,1153,23.05.2021,Delayed,Unpaid
ORD1144,Pooja Kapoor,pooja.kapoor@yahoo.com,Mumbai,Graphic Card,2,28003,56006,2022-09-06,Returned,Unpaid
ORD1240,Sita Devi,sita.devi@outlook.com,Pune,Ink Cartridge,2,754,1508,29 January 2023,Delayed,Paid
ORD1474,Neha Bose,neha.bose@mail.com,Bengaluru,SSD,-2,,,02-03-2024,Delayed,Paid
ORD1098,Rita Nair,rita.nair@hotmail.com,Pune,Microphone ,1,3209,3209,2016-08-26,Cancelled,Refunded
ORD1372,Rahul Sharma,rahulsharma@outlook.com,Lucknow,Smartwatch,1,7489,7489,14 Apr 2019,Pending,Unpaid
ORD1325,Rita Chowdhury,rita.chowdhury@mail.com,Jaipur,Charger,1,501,501,04.10.2018,Returned,Unpaid
ORD1280,Mohan Verma,mohan.verma@hotmail.com,Mumbai,Charger,2,466,932,14-Sep-2019,In Transit,Unpaid
ORD1294,Deepak Nair,deepak.nair@outlook.com,Ahmedabad,Printer,1,8053,8053,27/09/2016,Pending,Unpaid
ORD1595,Vikas Kumar,vikas.kumar@gmail.com,Jaipur,Monitor,2,8358,16716,20 Feb 2020,In Transit,Refunded
ORD1123,Arjun Iyer,arjun.iyer@yahoo.com,Jaipur,Monitor Pro,1,10049,9044,18-02-2019,In Transit,Unpaid
ORD1184,Neha Gupta,neha.gupta@hotmail.com,Chennai,Printer,1,8353,8353,25-10-2017,Delivered,Unpaid
ORD1203,Rahul Kumar,,Pune,HDMI Cable,1,354,354,2023-07-22,Out for delivery,COD
ORD1324,Geeta Patel,geeta.patel@outlook.com,Hyderabad,Router,1,3347,3347,2022-05-20,Delivered,Refunded
ORD1247,Kamal Kaur,kamal.kaur@hotmail.com,Kolkata,Graphic Card,1,24737,24737,03-Dec-2021,Delivered,Unpaid
ORD1498,Sahil Chowdhury,sahil.chowdhury@yahoo.com,Hyderabad,Smartwatch,1,6265,6265,22 February 2015,In Transit,Unpaid
ORD1523,Rahul Reddy,rahul.reddy@hotmail.com,Delhi,Speaker,4,1882,7528,2019-09-07,Pending,Paid
ORD1536,Latika Sharma,latika.sharma@hotmail.com,Ahmedabad,Router,1,3954,3954,2024/09/07,Delayed,COD
ORD1423,Rahul Sharma,rahul.sharma@gmail.com,Delhi,Webcam,1,2446,2446,30/12/2018,Out for delivery,Refunded
ORD1540,Geeta Kaur,geeta.kaur@yahoo.com,Hyderabad,USB Cable,2,184,368,05-May-2015,Pending,Paid
ORD1401,Pooja Khan,pooja.khan@hotmailcon,Lucknow,Charger,2,478,956,01/06/2023,Delayed,COD
ORD1126,Geeta Chowdhury,geeta.chowdhury@hotmail.com,Hylerabad,Smartwatch ,1,7050,7050,19/07/2021,Cancelled,Paid
ORD1439,Priya Reddy,priya.reddy@hotmail.com,Delhi,Printer,1,8437,8437,2024-03-15,In Transit,Unpaid
ORD1426,Mohan Gupta,mohan.gupta@hotmail.com,Lucknow,Ink Cartridge,one,698,698,2021/12/30,Pending,COD
ORD1224,Geeta Sharma,geeta.sharma@mail.com,Delhi,Headphones,1,1652,2065,May 31 2015,Delayed,COD
ORD1343,Priya Devi,priya.devi@gmail.com,Cjennai,Printer,1,8329,8329,21-Oct-2019,Out for delivery,Refunded
ORD1054,Sahil Nair,sahil.nair@gmail.com,Pune,Power Bank,1,1153,1153,17/10/2023,Returned,Paid
ORD1220,Meena Kaur,meenakaur@outlook.com,Chennai,HDMI Cable,1,9431,9431,2022-01-25,Cancelled,Unpaid
ORD1130,Jaya Kaur,jaya.kaur@gmail.com,Ahmedabad,Monitor,1,9183,9183,2016/07/19,Pending,COD
ORD1554,Jaya Sharma,,Chennai,Charger,1,565,565,15-Sep-2024,Pending,COD
ORD1406,Neha Verma,neha.verma@hotmail.com,Jaipur,Mouse,1,566,566,08.02.2022,Cancelled,Unpaid
ORD1497,Sahil Chowdhury,sahil.chowdhurymail.com,Bengaluru,Router,2,3313,6626,2021/05/28,Cancelled,Unpaid
ORD1556,Sourav Sharma,sourav.sharma@outlook.com,Kolkata,USB Cable,1,177,177,03 Oct 2018,Delivered,Paid
ORD1408,Arjun,arjun.kumar@mail.com,Mumbai,Keyboard,1,739,739,2016/09/06,Cancelled,Paid
ORD1525,Neha Nair,neha.nair@mail.com,Pune,Graphic Card,2,27277,54554,11.11.2024,Pending,Unpaid
ORD1415,Amit Kumar,amit.kumar@mail.com,Pune,Charger - refurbished,1,528,528,2019-09-12,Cancelled,COD
ORD1387,Vijay Bose,vijay.bose@hotmail.com,Hyderabad,Graphic Card,1,25796,25796,18-10-2022,Delivered,Paid
ORD1593,Ritika Singh,ritika.singh@outlook.com,Jaipur,Keyboard,1,724,724,20/01/2017,Pending,COD
ORD1295,Latika Kapoor,latika.kapoor@yahoo.com,Chennaz,Phone Case ,5,297,1485,25-Oct-2019,Cancelled,Paid
ORD1268,Sita Reddy,sita.reddy@hotmail.com,Jaipur,Keyboard,1,767,767,27 Dec 2022,Delivered,Unpaid
ORD1581,Rahul Gupta,rahul.gupta@gmail.com,Delhi,Webcam,1,2242,2242,11 May 2022,Delayed,Refunded
ORD1560,Vikas Kapoor,vikaskapoor@mail.com,Ahmedabad,Laptop,1,45903,45903,Oct 09 2018,Delivered,COD
ORD1113,Ramesh Reddy,ramesh.reddy@outlook.com,Kolkata,Tablet,1,15870,15870,2017-01-09,Returned,Unpaid
ORD1180,Suresh Devi,suresh.devi@hotmail.com,Bengrluru,Monitor,2,10058,20116,02-Mar-2022,Delivered,Refunded
ORD1434,Anita Devi,anita.devi@gmail.com,Ahmedabad,Mouse,1,,544,15 July 2020,Cancelled,Paid
ORD1512,Pooja Reddy,pooja.reddy@outlook.com,Pune,Webcam(used),1,2125,2125,30.07.2016,Out for delivery,COD
ORD1464,Sahil Nair,sahil.nair@mail.com,Pune,Graphic Card,2,23923,47846,26-08-2024,Pending,Paid
ORD1374,Karan Bose,karan.bose@gmail.com,Bengaluru,Tablet - refurbished,1,16156,16156,09.11.2018,In Transit,COD
ORD1315,Vikas Sharma,vikas.sharma@outlook.com,Pune,Tablet,1,12838,12838,20.10.2017,Pending,COD
ORD1152,Latika Sharma,latika.sharma@gmail.com,Ahmedabad,Speaker,1,1927,1927,01 July 2021,Delayed,Unpaid
ORD1506,Vikas Devi,vikas.devi@gmail.com,Hyderabad,Printer,2,8640,17280,09 Jul 2017,Cancelled,COD
ORD1234,Arjun Kapoor,arjun.kapoor@outlook.com,Chennki,Laptop,1,47565,47565,2015-11-04,In Transit,COD
ORD1307,Mohan Reddy,mohan.reddy@outlook.com,Kolkata,Mouse,2,439,878,08 Feb 2017,Delayed,Unpaid
ORD1440,Kamal,kamalkumar@hotmail.com,Mumbai,Microphone,3,2667,8001,01.07.2015,Returned,Paid
ORD1165,Suresh Kapoor,suresh.kapoor@outlook.com,Delhi,Webcam,2,2095,4190,20.01.2024,In Transit,COD
ORD1318,Pooja Devi,pooja.devi@outlook.com,kucknow,Keyboard,1,766,766,03 Sep 2022,Pending,Unpaid
ORD1137,Rahul Khan,rahul.khan@mail.com,Hyderabad,Keyboard,1,715,715,02.09.2016,Delayed,Paid
ORD1411,Latika Gupta,latika.gupta@yahoo.com,Bengaluru,SSD,1,3911,3911,22-03-2019,In Transit,Paid
ORD1198,Pooja Sharma,pooja.sharma@mail.com,Bengaluru,HDMI Cable,1,8213,8213,2016/11/30,Delivered,Unpaid
ORD1520,Rita Gupta,rita.guptaoutlook.com,Huderabad,Microphone,1,2965,2965,2017/06/11,Returned,Unpaid
ORD1259,Ritika Devi,ritika.devi@gmail.com,Chennai,Smartwatch,4,7654,30616,09 Sep 2022,Out for delivery,COD
ORD1233,Mohan Kapoor,mohan.kapoor@hotmail.com,Jaipur,Ink Cartridge,one,902,902,25 Aug 2020,Returned,Refunded
ORD1116,Sana Sharma,sana.sharma@mail.com,Mumbai,Printer,1,8077,8077,2016-12-20,In Transit,COD
ORD1121,Jaya Iyer,jaya.iyer@hotmail.com,Kolkata,Charger,1,503,503,2022-05-16,Pending,Refunded
ORD1489,Geeta Iyer,geeta.iyer@outlook.com,Chennai,Laptop,1,41866,20933,16.08.2024,Delayed,Refunded
ORD1377,Meena Chowdhury,meena.chowdhury@mail.com,Demhi,Tablet,1,13834,13834,13 Jul 2023,Cancelled,Paid
